,MAJOR,CLASS,YEAR,COURSE,CRN,DESCRIPTION,INSTRUCTOR,CREDIT,ENRL,CAP,TERM SCHEDULE,COMMENTS,FINAL SCHEDULE,termcode
1,CS,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
2,ME,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
3,CHE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
4,CHE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
5,EE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
6,AB,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
7,0000,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
8,CHE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
9,CHE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
10,CS,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
11,AB,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
12,SE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
13,BE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
14,CE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
15,ME,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
16,ME,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
17,BE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
18,CHE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
19,ME,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
20,ME,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
21,CHE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
22,OE,FR,Y1,MA111-03,1278,Calculus I,shibberu,5,22,27,MTWRF/1/G219,,W at 1pm in O103,200510
1,CE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
2,CE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
3,CE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
4,ME,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
5,ME,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
6,ME,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
7,CHE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
8,ME,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
9,EE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
10,CPE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
11,SE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
12,ME,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
13,ME,FR,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
14,EE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
15,CS,JR,Y3,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
16,CS,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
17,CHE,SO,Y3,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
18,CS,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
19,CHE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
20,CE,SO,Y3,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
21,EE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
22,ME,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
23,CPE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
24,OE,SO,Y2,MA222-02,1306,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/4/G222,,W at 8am in G221,200510
1,BE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
2,EE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
3,ME,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
4,PH,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
5,CS,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
6,CHE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
7,EP,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
8,ME,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
9,MA,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
10,ME,SO,Y5,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
11,EE,JR,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
12,CE,SO,Y3,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
13,OE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
14,ME,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
15,CPE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
16,EE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
17,CHE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
18,CPE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
19,OE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
20,EE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
21,BE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
22,EP,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
23,EE,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
24,ME,SO,Y2,MA222-03,1307,Diff Equations & Matrix Alg II,shibberu,4,24,25,MTRF/5/G222,,W at 8am in G222,200510
1,ME,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
2,CE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
3,EE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
4,BE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
5,CHE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
6,CE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
7,SE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
8,ME,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
9,ME,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
10,CE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
11,ME,FR,Y2,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
12,ME,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
13,CE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
14,ME,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
15,CE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
16,BE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
17,CS,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
18,CHE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
19,BE,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
20,ME,FR,Y1,MA102-01,2125,Differential Calculus,shibberu,3,20,27,MTWRF/10/G310,,M at 8am in G222,200520
1,CHE,SR,Y5,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
2,CHE,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
3,ME,SO,Y2,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
4,ME,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
5,ME,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
6,EE,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
7,ME,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
8,BE,SO,Y2,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
9,BE,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
10,ME,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
11,PH,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
12,ME,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
13,OE,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
14,OE,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
15,CHE,SO,Y2,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
16,CHE,SO,Y2,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
17,ME,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
18,CHE,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
19,BE,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
20,CHE,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
21,BE,SO,Y2,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
22,CHE,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
23,CE,SO,Y2,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
24,PH,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
25,CE,SO,Y2,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
26,ME,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
27,AB,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
28,ME,SO,Y2,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
29,ME,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
30,EE,FR,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
31,CHE,SO,Y1,MA222-08,2151,Diff Equations & Matrix Alg II,shibberu,4,31,27,MTRF/6/G221,,M at 8am in G221,200520
1,EE,SO,Y2,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
2,EE,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
3,CHE,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
4,BE,JR,Y2,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
5,ME,FR,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
6,BE,FR,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
7,CPE,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
8,ME,SO,Y2,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
9,ME,FR,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
10,ME,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
11,PH,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
12,CS,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
13,EE,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
14,ME,SO,Y2,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
15,EE,FR,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
16,ME,FR,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
17,CPE,FR,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
18,EE,SO,Y2,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
19,ME,FR,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
20,ME,SO,Y2,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
21,EE,SO,Y2,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
22,CE,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
23,EE,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
24,CPE,FR,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
25,EE,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
26,CE,FR,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
27,EE,SO,Y1,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
28,EE,SO,Y2,MA222-09,2152,Diff Equations & Matrix Alg II,shibberu,4,28,27,MTRF/7/G221,,M at 8am in G219,200520
1,EE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
2,BE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
3,EE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
4,EE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
5,ME,SO,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
6,BE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
7,EE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
8,ME,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
9,CPE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
10,0000,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
11,ME,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
12,CE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
13,SE,SO,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
14,BE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
15,CPE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
16,CPE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
17,PH,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
18,EE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
19,ME,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
20,BE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
21,CE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
22,ME,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
23,BE,FR,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
24,ME,SO,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
25,EP,SO,Y1,MA113-09,3182,Calculus III,shibberu,5,25,28,MTWRF/5/G222,,W at 6pm in G219,200530
1,CPE,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
2,ME,SO,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
3,ME,SO,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
4,CPE,SO,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
5,ME,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
6,CPE,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
7,ME,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
8,ME,SO,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
9,ME,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
10,CS,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
11,CPE,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
12,CPE,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
13,CHE,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
14,ME,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
15,EE,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
16,ME,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
17,CPE,JR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
18,CS,SO,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
19,EE,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
20,ME,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
21,CS,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
22,PH,SO,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
23,ME,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
24,ME,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
25,CPE,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
26,ME,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
27,CHE,FR,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
28,CE,SO,Y1,MA113-10,3183,Calculus III,shibberu,5,28,28,MTWRF/6/G222,,W at 6pm in G221,200530
1,CS,JR,Y3,MA490-02,3222,Hidden Markov Models,shibberu,4,4,25,MTRF/8/G220,,,200530
2,CS,JR,Y3,MA490-02,3222,Hidden Markov Models,shibberu,4,4,25,MTRF/8/G220,,,200530
3,CS,JR,Y3,MA490-02,3222,Hidden Markov Models,shibberu,4,4,25,MTRF/8/G220,,,200530
4,CS,SR,Y4,MA490-02,3222,Hidden Markov Models,shibberu,4,4,25,MTRF/8/G220,,,200530
