,MAJOR,CLASS,YEAR,COURSE,CRN,DESCRIPTION,INSTRUCTOR,CREDIT,ENRL,CAP,TERM SCHEDULE,COMMENTS,FINAL SCHEDULE,termcode
22,ME,FR,Y1,MA112-10,2451,Calculus II,shibberu,5,27,28,MTWRF/6/G221,,T at 6pm in O169,201320
23,CS,FR,Y1,MA112-10,2451,Calculus II,shibberu,5,27,28,MTWRF/6/G221,,T at 6pm in O169,201320
24,ME,FR,Y1,MA112-10,2451,Calculus II,shibberu,5,27,28,MTWRF/6/G221,,T at 6pm in O169,201320
25,EP,FR,Y1,MA112-10,2451,Calculus II,shibberu,5,27,28,MTWRF/6/G221,,T at 6pm in O169,201320
26,EE,FR,Y1,MA112-10,2451,Calculus II,shibberu,5,27,28,MTWRF/6/G221,,T at 6pm in O169,201320
27,PH,FR,Y1,MA112-10,2451,Calculus II,shibberu,5,27,28,MTWRF/6/G221,,T at 6pm in O169,201320
1,CE,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
2,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
3,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
4,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
5,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
6,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
7,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
8,BE,FR,Y1,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
9,BE,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
10,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
11,CHEM,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
12,SE,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
13,EE,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
14,BE,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
15,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
16,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
17,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
18,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
19,PH,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
20,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
21,ME,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
22,CHE,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
23,CHE,SO,Y2,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
24,EE,FR,Y1,MA212-11,2473,Matr Alg & Sys of Diff Equatns,shibberu,4,24,26,MTRF/9/G315,,W at 6pm in O159,201320
1,CPE,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
2,EE,SO,Y2,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
3,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
4,ME,SO,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
5,CS,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
6,EE,SO,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
7,BE,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
8,EE,SO,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
9,SE,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
10,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
11,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
12,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
13,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
14,BE,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
15,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
16,OE,SO,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
17,CHE,SO,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
18,AB,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
19,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
20,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
21,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
22,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
23,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
24,ME,SO,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
25,BE,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
26,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
27,ME,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
28,CPE,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
29,CHEM,FR,Y1,MA113-10,3239,Calculus III,shibberu,5,29,27,MTWRF/5/G219,,T at 8am in O167,201330
1,MA,SR,Y3,MA490-02,3284,Computational Biochemistry,shibberu,4,5,25,MTRF/2/G220,,,201330
2,MA,SR,Y4,MA490-02,3284,Computational Biochemistry,shibberu,4,5,25,MTRF/2/G220,,,201330
3,MA,SO,Y2,MA490-02,3284,Computational Biochemistry,shibberu,4,5,25,MTRF/2/G220,,,201330
4,MA,SO,Y2,MA490-02,3284,Computational Biochemistry,shibberu,4,5,25,MTRF/2/G220,,,201330
5,CHEM,SR,Y3,MA490-02,3284,Computational Biochemistry,shibberu,4,5,25,MTRF/2/G220,,,201330
1,CPE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
2,CHE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
3,ME,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
4,ME,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
5,EE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
6,ME,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
7,CHE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
8,ME,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
9,BE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
10,BE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
11,BE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
12,EE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
13,ME,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
14,ME,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
15,BE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
16,CHE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
17,ME,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
18,ME,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
19,CE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
20,CPE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
21,CE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
22,ME,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
23,CE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
24,CE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
25,CE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
26,CE,SO,Y2,MA211-03,1211,Differential Equations,shibberu,4,26,25,MTRF/4/G317,2nd Year (Y2) SO Students Only,T at 6pm in G222,201410
1,CHE,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
2,CHE,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
3,CHE,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
4,EE,SO,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
5,CE,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
6,EE,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
7,ME,SO,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
8,ME,SO,Y2,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
9,CHE,SO,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
10,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
11,EE,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
12,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
13,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
14,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
15,PH,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
16,CS,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
17,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
18,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
19,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
20,BE,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
21,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
22,0000,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
23,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
24,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
25,CPE,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
26,ME,SO,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
27,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
28,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
29,PH/ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
30,ME,SO,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
31,ME,FR,Y1,MA211-10,1623,Differential Equations,shibberu,4,31,25,MTRF/9/G219,First Year (Y1) FR Students Only,T at 6pm in G221,201410
1,EE,JR,Y3,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
2,CS,SR,Y4,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
3,CS,JR,Y3,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
4,CS,SO,Y2,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
5,CS,SO,Y2,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
6,CS,JR,Y2,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
7,CS,JR,Y3,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
8,CS,SO,Y2,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
9,CS,SO,Y2,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
10,CS,JR,Y3,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
11,SE/CS,SR,Y4,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
12,CS,SO,Y2,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
13,SE,SR,Y4,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
14,SE,SR,Y4,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
15,CS,FR,YSP,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
16,CS/SE,SR,Y3,CSSE490-02,2535,Data Mining,shibberu,4,16,25,MTRF/8/G220,Crosslisted w/ MA490 - Data Mining,T at 6pm in O203,201420
1,CPE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
2,CHE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
3,PH,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
4,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
5,BE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
6,CS,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
7,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
8,CE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
9,CHE,JR,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
10,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
11,CHE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
12,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
13,SE,JR,Y3,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
14,CS,FR,Y1,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
15,BE,JR,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
16,SE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
17,CE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
18,CHE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
19,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
20,BE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
21,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
22,CHE,JR,Y3,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
23,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
24,CE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
25,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
26,CPE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
27,ME,SO,Y1,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
28,CE,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
29,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
30,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
31,ME,SO,Y2,MA212-09,2360,Matr Alg & Sys of Diff Equatns,shibberu,4,31,28,MTRF/1/G315,Y2/SOPH Section,W at 6pm in O157,201420
1,ME,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
2,CE,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
3,ME,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
4,ME,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
5,EE,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
6,EE,SO,Y1,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
7,AB,FR,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
8,CHE,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
9,CHE,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
10,ME,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
11,ME,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
12,ME,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
13,ME,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
14,ME,SO,Y2,MA212-10,2361,Matr Alg & Sys of Diff Equatns,shibberu,4,32,28,MTRF/2/G315,Y2/SOPH Section,W at 6pm in O159,201420
